Country,Shipment_Mode,Qauntity_of_pack,Pack_Price,Weight_Kg,Freight_Cost_USD,Product_Insurance_USD
South Sudan,Air,100,89.0,188,2997.85,49.54
Côte dIvoire,Air,60,3.8,56,1211.48,7.89
Côte dIvoire,Air,60,1.46,82,1211.48,3.61
Rwanda,Air,30,11.75,4143,19088.86,907.27
Côte dIvoire,Air,30,4.04,242,3128.55,19.29
Côte dIvoire,Air,30,19.92,1264,3380.35,370.75
South Africa,Ocean,30,4.26,7797,7292.27,645.07
Tanzania,Truck,60,2.3,3526,8977.0,56.75
Rwanda,Air,60,2.59,277,1393.42,22.84
Rwanda,Ocean,30,13.0,5245,11186.24,849.57
Haiti,Air,30,12.01,2941,31051.3,379.32
South Africa,Air,240,3.0,4386,12917.3,75.29
Nigeria,Air Charter,60,11.35,1261,11637.64,250.09
Rwanda,Air,240,12.5,1800,12500.58,86.36
Côte dIvoire,Truck,30,4.04,188,1478.35,14.99
Nigeria,Air,100,89.0,1276,15681.99,287.65
South Africa,Ocean,30,4.71,7878,8134.37,718.86
Mozambique,Air,30,3.33,4122,28602.94,179.45
Vietnam,Air,60,2.4,2228,9809.7,42.34
"Congo, DRC",Air,60,7.0,758,20499.33,7.48
Guyana,Air,20,32.0,807,6558.08,161.03
Mozambique,Truck,240,1.95,9931,6888.32,84.74
Tanzania,Truck,30,12.96,7819,7108.78,1121.61
Tanzania,Air,60,2.6,820,18044.49,38.87
Zimbabwe,Truck,100,80.0,343,1645.12,192.0
Uganda,Air,60,7.78,2369,19980.62,289.86
Nigeria,Air,720,39.0,859,5810.56,104.68
Burundi,Air,1,24.5,21,1327.6,0.79
Nigeria,Air Charter,30,9.6,35884,68103.71,1194.12
Zambia,Truck,30,11.0,7735,15922.67,2156.0
Guyana,Air,90,9.3,5,908.65,0.72
Zimbabwe,Truck,30,2.0,8855,29883.7,31.36
Mozambique,Air,270,94.43,202,2191.21,72.55
Liberia,Air,100,80.0,332,8738.06,91.74
Rwanda,Air,30,24.0,570,9054.08,87.96
Tanzania,Air,60,8.13,917,4676.61,72.96
Côte dIvoire,Air,20,27.0,706,6150.75,144.54
Zimbabwe,Truck,30,5.36,23127,11444.77,1414.28
Zambia,Truck,60,8.0,28103,36650.58,2012.45
Zimbabwe,Air,60,3.5,60,1344.94,3.35
Mozambique,Truck,30,13.52,383,123.7,52.72
Côte dIvoire,Air,180,50.0,1230,4680.1,443.04
Côte dIvoire,Truck,30,16.73,973,4466.99,246.29
Tanzania,Truck,30,17.0,70,1169.9,29.42
Nigeria,Air Charter,60,11.22,2347,9736.1,483.81
South Africa,Ocean,30,4.51,10373,630.5,1152.6
Dominican Republic,Air,20,32.0,134,1083.85,16.35
Tanzania,Air,300,30.82,470,4267.13,16.58
Namibia,Air,20,32.0,687,17918.72,137.98
Kenya,Truck,25,20.0,97,98.08,8.64
Zambia,Truck,30,4.12,6005,5447.21,575.97
Ethiopia,Air,60,2.44,235,1326.89,25.74
Ethiopia,Air,60,2.9,250,1366.22,27.89
Nigeria,Air,60,7.0,35,1567.51,0.69
Côte dIvoire,Air,60,25.45,687,1854.88,345.68
Tanzania,Air,25,20.0,3334,22523.12,330.0
Vietnam,Air,60,15.21,18,612.07,2.22
Tanzania,Truck,120,24.76,4613,3592.8,393.17
Tanzania,Air,300,30.82,116,1818.56,2.94
Zambia,Truck,60,2.26,3832,4356.74,146.72
Mozambique,Air,60,2.9,23,968.55,2.76
Vietnam,Air,60,1.45,1056,2160.52,48.84
Nigeria,Air,60,11.4,1079,10823.52,211.89
Uganda,Truck,60,2.33,125,1831.41,9.98
Haiti,Ocean,60,4.15,4654,8538.03,30.98
South Sudan,Air,60,6.52,410,4708.0,2.65
Tanzania,Truck,60,4.0,24,1506.5,2.86
Uganda,Air,30,5.13,95,3549.77,11.06
Rwanda,Air,60,19.33,1010,16847.52,351.21
Côte dIvoire,Air,60,16.44,364,2700.18,28.36
Nigeria,Air Charter,60,8.11,12823,28812.57,808.7
Uganda,Truck,30,8.82,338,3397.95,37.24
Vietnam,Air,30,23.26,40,642.45,10.95
Nigeria,Air,20,29.0,482,2386.35,61.54
Vietnam,Air,120,82.2,208,3449.4,105.22
Uganda,Air,60,26.09,3,986.79,2.35
Vietnam,Air,60,7.4,1000,7526.06,123.37
Nigeria,Air,30,26.25,878,4401.4,514.5
Haiti,Air,100,70.0,470,3684.28,230.61
Côte dIvoire,Truck,60,8.11,2751,11438.93,206.47
Ethiopia,Air,1,24.5,17367,161962.32,858.86
Nigeria,Air Charter,60,5.85,5420,9736.1,915.17
Rwanda,Truck,120,20.48,1382,8456.96,132.93
Zimbabwe,Truck,30,2.0,570,5348.0,20.48
Côte dIvoire,Air,100,80.0,1428,28142.92,336.48
Rwanda,Air,30,11.75,2791,28336.18,611.19
Uganda,Air,60,1.9,33,951.75,0.87
Vietnam,Air,240,1.85,2998,4531.29,0.96
Nigeria,Air Charter,60,11.22,5552,9736.1,52.25
Mozambique,Truck,30,10.52,5810,13649.6,987.54
"Congo, DRC",Air,100,80.0,448,2757.4,168.24
Dominican Republic,Air,120,35.0,645,5002.73,144.84
Tanzania,Truck,60,3.73,3431,19379.94,92.28
Vietnam,Air,30,3.15,1320,2730.91,64.14
Uganda,Truck,120,18.9,1089,3730.8,103.69
Zimbabwe,Truck,240,8.51,64,7300.0,2.54
Zambia,Truck,60,2.26,2764,4356.75,8.38
Rwanda,Air,60,13.15,880,13841.89,126.27
Haiti,Air,30,1.25,156,1887.58,5.07
Rwanda,Air,60,8.76,1364,21215.4,257.54
Nigeria,Air,100,89.0,1235,25577.2,342.39
Uganda,Air,120,26.7,2034,10977.65,275.29
Cameroon,Air,30,4.6,1278,15106.61,71.7
Uganda,Air,60,8.76,263,2458.26,75.55
Nigeria,Air,100,89.0,1186,24927.19,342.39
Ethiopia,Air,60,8.15,574,3787.32,130.4
Rwanda,Truck,60,2.26,2295,4390.98,115.32
Guyana,Air,100,4.5,5,672.49,0.63
Rwanda,Air,1,24.5,1992,26266.34,90.56
Namibia,Air,20,32.0,248,6654.24,39.6
Mozambique,Truck,60,2.49,20019,11701.65,63.4
Côte dIvoire,Air,60,15.5,378,1211.48,55.69
Uganda,Air,60,2.44,2538,6298.34,16.83
Sudan,Air,100,89.0,119,2742.83,49.89
Tanzania,Ocean,30,12.49,8182,7814.59,1016.05
Sudan,Air,1,0.9,1,137.5,0.02
Uganda,Air,120,41.1,50,1359.4,17.72
South Africa,Ocean,240,2.26,3818,11234.1,39.54
Nigeria,Air Charter,60,8.26,12766,12601.07,1879.44
Vietnam,Air,60,8.1,866,1464.24,62.5
Vietnam,Air,30,23.26,22,1475.95,4.78
Nigeria,Air,100,89.0,3744,57484.06,1017.37
Ethiopia,Air,30,13.0,577,2143.5,147.4
Zambia,Truck,60,7.53,546,2412.99,147.59
Nigeria,Air Charter,60,2.33,1012,12601.07,81.5
Vietnam,Air,60,11.15,1572,13479.25,277.55
Rwanda,Air,30,20.0,131,2004.44,47.11
Tanzania,Air,60,7.4,6650,36855.6,23.81
Côte dIvoire,Truck,30,4.04,167,1478.35,13.27
Guyana,Air,60,2.9,377,5228.67,2.0
Rwanda,Air,60,3.04,165,2559.28,15.32
Haiti,Air,100,139.0,105,1894.41,40.87
Zambia,Truck,60,2.51,1936,9421.76,79.52
Ethiopia,Air,30,20.0,174,2052.97,73.42
South Africa,Air,240,3.0,1205,3283.62,20.59
Tanzania,Air,60,8.15,4611,20618.55,367.48
Tanzania,Air,100,70.0,461,6923.2,277.69
Zimbabwe,Truck,60,7.02,1616,3489.53,362.12
Vietnam,Air,60,8.1,422,1332.29,28.6
Vietnam,Air,60,2.21,1726,11984.91,73.8
Nigeria,Air Charter,60,2.51,1107,13398.06,64.23
Vietnam,Air,30,23.26,55,17.72,10.73
South Africa,Air,30,7.82,3071,3646.13,753.93
Rwanda,Air,30,2.24,46,1274.98,2.59
Vietnam,Air,120,82.2,1010,5417.87,738.13
Zimbabwe,Truck,60,4.15,2641,4529.65,316.18
Tanzania,Air,60,3.57,1802,3267.0,67.44
Vietnam,Air,60,7.65,1496,2480.22,184.9
Uganda,Air,60,9.35,501,3266.38,98.54
Haiti,Air,60,6.61,4669,34778.32,343.45
Haiti,Air,120,18.9,457,5413.7,44.49
Côte dIvoire,Air,20,29.0,50,1128.74,7.99
Kenya,Truck,20,32.0,241,188.0,47.04
Nigeria,Air,60,5.94,252,2969.34,16.32
Vietnam,Air,30,4.3,3329,10455.35,379.08
Kenya,Air,20,32.0,518,4851.0,104.52
Burundi,Air,100,80.0,278,5626.76,55.51
Guyana,Air,100,71.99,69,1398.6,34.56
Côte dIvoire,Air,100,80.0,988,19368.23,232.17
Côte dIvoire,Air,30,11.75,47,1234.91,13.27
Côte dIvoire,Air,30,4.22,3789,13956.38,433.31
Vietnam,Air,60,2.6,889,7884.8,39.84
Uganda,Truck,60,2.33,195,2070.68,7.48
Vietnam,Air,30,10.5,3385,8764.53,314.22
Uganda,Truck,60,3.73,297,1326.0,19.17
Tanzania,Air,20,32.0,277,3146.63,52.62
Mozambique,Truck,30,13.52,195,63.07,26.88
Nigeria,Air,20,32.0,793,7938.18,105.6
Haiti,Air,1,24.5,164,2204.84,7.58
Mozambique,Air,84,9.59,185,1214.2,9.67
Zambia,Air,100,72.0,1051,16633.36,335.46
Mozambique,Truck,60,11.22,15808,11969.68,2204.86
South Africa,Air,30,7.82,1378,3646.1,337.06
South Africa,Air,60,2.57,14550,20706.21,1630.95
Tanzania,Air,60,7.4,28334,80239.66,1838.98
"Congo, DRC",Air,1000,33.1,500,3958.28,22.6
Ethiopia,Air,20,32.0,165,1442.44,17.76
Nigeria,Air,60,2.16,798,15459.09,38.9
Côte dIvoire,Air,240,1.83,1451,5121.68,15.28
Zimbabwe,Truck,60,9.5,90,1106.0,23.71
Uganda,Air,120,36.16,36,814.04,4.25
Vietnam,Air,30,4.13,2957,14589.33,204.44
Zambia,Truck,60,5.5,312,401.82,29.86
Namibia,Air,20,32.0,177,3496.34,27.46
Zambia,Air,60,2.25,3978,20519.07,90.51
Botswana,Air,100,350.0,48,1716.47,13.72
Tanzania,Air,30,1.56,1337,8403.67,40.27
Zambia,Truck,30,11.89,3041,3526.69,375.21
Nigeria,Air Charter,30,4.75,1082,9736.1,125.35
Uganda,Truck,60,9.81,637,5081.05,67.1
Mozambique,Truck,60,8.58,10673,15392.43,1543.2
Nigeria,Air Charter,60,11.4,2993,15128.37,594.71
Côte dIvoire,Truck,30,3.64,6242,17129.96,286.95
Mozambique,Air,100,77.7,2097,15891.96,950.26
Zimbabwe,Truck,30,4.7,3133,14451.69,171.54
Tanzania,Air,100,139.0,1415,4458.0,444.8
Ethiopia,Air,200,1.4,342,1850.7,6.72
Tanzania,Air,20,32.0,200,2918.12,33.0
Vietnam,Air,60,5.39,692,8494.45,83.39
Botswana,Air,100,350.0,3,597.43,0.69
Sudan,Air,20,32.0,18,569.11,2.8
Zimbabwe,Truck,30,9.76,45186,47401.47,4013.31
Mozambique,Truck,60,2.33,195,3495.81,15.57
Uganda,Air,100,80.0,1978,16876.25,458.75
Guyana,Air,60,7.72,89,1221.83,5.59
Ethiopia,Air,60,8.76,1787,10073.76,532.26
Nigeria,Air Charter,30,7.11,5110,18461.22,415.33
Namibia,Truck,60,2.49,303,2989.45,4.92
Rwanda,Air,30,5.54,2657,14332.0,271.85
Guyana,Air,30,5.87,392,4523.0,24.7
"Congo, DRC",Air,30,1.25,27,938.06,0.76
Côte dIvoire,Air,60,2.9,485,7302.48,49.63
Haiti,Air,60,54.0,120,1140.71,33.31
Guyana,Air,60,5.5,4,660.44,0.35
Zambia,Truck,60,14.63,1485,8510.82,307.67
Botswana,Air,100,350.0,48,1681.44,13.72
Nigeria,Air Charter,30,9.6,38799,65310.33,838.76
Haiti,Air,60,3.0,111,12448.02,110.25
Mozambique,Truck,240,2.1,7141,5496.08,48.31
Mozambique,Air,50,1242.53,111,1368.78,102.19
Namibia,Air,20,32.0,345,8858.67,62.72
Côte dIvoire,Air,100,77.7,679,11163.49,502.56
Ethiopia,Air,20,32.0,58,143.57,6.4
Ethiopia,Air,20,27.0,3061,15288.75,493.48
Côte dIvoire,Air,120,36.16,2573,13562.35,613.35
Nigeria,Air Charter,60,11.22,10519,6147.18,1935.23
Nigeria,Air Charter,60,2.44,4,124350.82,0.34
South Africa,Ocean,90,8.17,3313,5192.74,337.01
Vietnam,Air,60,12.75,2951,7211.04,5.92
South Sudan,Air,20,32.0,71,1743.35,7.9
Vietnam,Air,60,6.49,415,1009.6,38.92
Nigeria,Air,100,89.0,3788,61035.9,1027.72
Ethiopia,Air,20,32.5,195,2211.04,22.69
Nigeria,Air,30,13.27,6886,15459.09,1049.37
South Africa,Air,60,2.92,4528,6369.79,241.75
Tanzania,Air,60,5.94,84,1396.04,5.62
Haiti,Air,30,20.0,647,4444.33,119.15
Zimbabwe,Air,100,80.0,1102,26846.59,376.99
Rwanda,Air,1,24.5,1383,18323.97,62.8
Vietnam,Air,30,2.24,436,1238.16,9.42
Uganda,Air,60,7.2,250,2331.03,47.61
South Africa,Ocean,30,7.03,875,6038.22,192.82
Nigeria,Air,60,2.9,892,13353.34,4.72
Uganda,Air,30,2.0,8,1021.34,0.42
Zambia,Air,100,80.0,667,15123.48,228.23
Haiti,Ocean,30,10.25,7324,10500.29,595.34
Zambia,Truck,60,2.49,414,770.14,13.39
Zambia,Truck,30,8.97,9875,14325.71,1686.15
Cameroon,Air,100,350.0,2090,51331.09,432.95
Zimbabwe,Air,60,5.94,1065,11368.84,56.5
Guyana,Air,30,2.0,4,783.21,0.16
Nigeria,Air,30,22.5,1360,7665.38,320.18
Kenya,Truck,20,32.0,56,167.44,8.6
Ethiopia,Air,1,23.0,4913,46117.09,315.47
Nigeria,Air,100,89.0,4388,66059.65,1188.78
Nigeria,Air,240,1.95,1573,9316.91,12.87
Ethiopia,Air,1,24.5,970,9718.85,46.78
Rwanda,Air,60,2.25,5468,48501.5,180.95
Vietnam,Air,30,6.5,524,4453.71,83.47
Côte dIvoire,Air,60,7.0,338,2864.63,10.9
Nigeria,Air Charter,90,9.3,2,45180.62,100.71
Vietnam,Air,30,11.49,4806,18700.09,606.89
Zambia,Truck,60,2.26,424,11941.65,9.73
Botswana,Air,25,20.0,14,706.18,1.32
Haiti,Air,100,139.0,4,523.12,0.54
Nigeria,Air Charter,60,11.4,1905,9341.49,377.88
Zambia,Truck,30,4.63,1667,1966.09,84.73
Nigeria,Air,30,4.59,6183,47281.56,301.73
Mozambique,Air,20,32.0,1674,10780.63,186.62
Côte dIvoire,Air,120,41.1,2647,9307.0,796.16
Namibia,Air,30,12.01,181,690.39,40.35
Vietnam,Air,30,10.5,1955,6194.69,151.29
Cameroon,Air,60,8.13,4926,40227.6,389.27
Vietnam,Air,60,2.35,420,6683.69,44.27
Nigeria,Air Charter,60,3.75,5605,45180.63,330.76
Côte dIvoire,Air,120,105.49,255,4204.67,254.82
Nigeria,Air,100,89.0,542,13117.86,142.12
Zambia,Truck,60,2.42,1956,8709.0,57.5
Côte dIvoire,Air,60,1.41,98,2201.14,6.08
Haiti,Air,30,18.34,12,450.0,7.26
Tanzania,Air,60,7.15,3267,13180.76,376.8
Tanzania,Ocean,30,12.49,21675,20312.64,2532.72
Uganda,Truck,30,4.7,2444,8800.81,151.81
Nigeria,Air,100,89.0,1241,13325.59,336.33
Uganda,Truck,60,1.92,21710,18500.5,17.08
Uganda,Air,60,2.26,6528,21806.84,90.29
Uganda,Air,120,36.16,127,1400.91,37.42
Rwanda,Air,60,3.67,49,221.96,3.46
Haiti,Air,100,139.0,3,1808.19,0.89
Uganda,Air,60,8.1,6918,22886.81,500.98
Mozambique,Air,60,6.85,361,3669.84,27.85
Uganda,Air,30,20.0,420,2335.73,64.04
Kenya,Truck,25,0.01,399,417.42,0.02
Guyana,Air,240,8.38,11,871.8,0.26
Zimbabwe,Truck,60,2.42,14074,15299.58,275.66
Mozambique,Air,100,80.0,539,10925.46,149.56
Uganda,Truck,30,19.92,370,2886.12,109.45
Guyana,Air,300,60.82,52,1152.9,1.5
Namibia,Air,100,72.0,46,2946.64,21.17
Zimbabwe,Air,300,30.82,1374,15509.16,64.81
Vietnam,Air,120,60.82,1720,5324.08,528.97
Cameroon,Air,30,3.19,1638,18141.62,102.38
South Africa,Ocean,30,6.65,11201,13084.26,1316.7
Tanzania,Truck,90,9.3,333,1956.0,58.87
Haiti,Air,30,4.75,3609,32479.84,445.61
Tanzania,Air,30,19.9,1081,5834.1,386.14
Uganda,Air,120,75.0,49,475.0,15.77
"Congo, DRC",Air,20,32.0,132,1692.7,17.95
Tanzania,Truck,120,19.52,8820,3541.59,21.95
Ghana,Air,30,4.62,4486,20394.49,216.72
Botswana,Air,3,25.0,7,403.66,0.49
Nigeria,Air Charter,30,19.92,2164,12601.06,851.91
Mozambique,Truck,30,11.15,3132,7700.0,228.74
Vietnam,Air,120,82.2,513,5866.31,263.04
Uganda,Air,30,3.91,1403,9800.0,126.08
Ghana,Air,60,5.94,110,2060.79,5.7
Nigeria,Air,100,89.0,1533,35813.98,399.29
South Africa,Ocean,30,6.86,10151,19569.93,1697.85
South Africa,Air,60,2.9,5437,9205.05,532.15
Nigeria,Air,100,89.0,1252,26380.35,358.61
Rwanda,Air,20,32.0,296,6318.92,46.09
Nigeria,Air Charter,30,11.75,270,6147.18,76.0
Nigeria,Air,100,89.0,1238,22872.42,335.78
Haiti,Air,300,30.82,494,2737.95,13.31
Zambia,Truck,60,3.4,8276,6120.06,241.75
Uganda,Air,120,41.1,123,845.37,3.38
Namibia,Air,20,32.0,22,1003.52,4.26
Uganda,Air,20,31.0,2328,13456.05,226.22
Tanzania,Air,100,0.0,1249,20906.77,0.0
Vietnam,Air,30,7.5,86,3573.32,21.73
Uganda,Truck,30,5.54,2030,11846.85,148.18
Nigeria,Air Charter,30,13.27,2437,18461.23,427.9
Haiti,Air,120,41.1,285,2523.6,6.58
Haiti,Ocean,30,14.1,5438,23708.81,948.28
Rwanda,Air,30,3.55,25,149.65,1.61
Ethiopia,Air,120,36.16,1647,3600.65,623.69
Zimbabwe,Truck,30,11.15,2277,10942.88,278.06
Vietnam,Air,30,10.0,2516,3809.94,209.04
Rwanda,Air,30,20.25,87,255.0,25.98
Zambia,Truck,60,15.89,20752,17520.43,583.94
Nigeria,Air,100,89.0,4495,67915.7,1011.35
Vietnam,Air,30,10.5,3283,5173.14,178.4
Burundi,Air,30,9.99,1115,7006.47,86.78
Mozambique,Truck,60,5.38,346,3580.36,41.42
Côte dIvoire,Air,60,9.5,391,830.05,40.96
Zambia,Truck,60,2.23,609,3526.69,3.34
Vietnam,Air,30,11.49,2741,4802.92,332.43
Mozambique,Air,100,80.0,97,1910.93,36.57
South Africa,Ocean,60,8.42,4603,8033.13,694.65
Côte dIvoire,Air,100,4.5,76,1921.02,3.73
Cameroon,Air,100,111.58,30,549.16,3.68
Swaziland,Air,60,11.22,5961,20144.99,833.08
Nigeria,Air,60,1.55,127,4984.4,2.88
Rwanda,Air,60,3.09,3539,16769.43,365.2
Zambia,Truck,60,8.76,2832,4897.42,590.02
Uganda,Air,60,2.73,861,7383.9,29.43
Haiti,Air,100,97.68,453,7030.94,322.34
Zimbabwe,Truck,60,2.26,394,11133.66,64.55
Namibia,Air,20,32.0,231,5491.08,37.73
Vietnam,Air,30,13.0,1553,13320.8,7.06
Mozambique,Truck,60,2.18,4355,3644.18,3.59
Uganda,Truck,60,6.76,1,5220.79,0.24
Zambia,Truck,30,12.01,3882,5468.93,960.8
Kenya,Air,20,32.0,174,2061.8,27.24
Mozambique,Ocean,20,32.0,2471,33872.84,390.72
Côte dIvoire,Truck,120,30.82,6649,27350.2,756.17
Nigeria,Air Charter,60,3.6,849,1871.34,50.55
Uganda,Air,60,8.58,9886,58707.0,633.41
South Sudan,Air,20,32.0,159,2395.42,0.99
Côte dIvoire,Air,100,80.0,1312,27254.17,362.47
Tanzania,Air,100,80.0,362,7060.97,75.41
Burundi,Air,100,80.0,638,16189.94,145.67
Zambia,Air,20,32.0,2304,33525.96,482.94
Côte dIvoire,Truck,60,2.66,18041,8953.2,45.45
Côte dIvoire,Air,60,15.04,777,3274.41,214.41
Nigeria,Air,30,13.66,12,900.0,4.28
Zimbabwe,Truck,60,1.95,10314,12867.46,24.22
Côte dIvoire,Air,30,50.4,402,1924.57,355.62
Swaziland,Air,100,80.0,60,1360.14,14.58
Ghana,Air,240,2.0,1575,8130.55,7.51
Kenya,Air,100,80.0,979,9507.81,509.6
Mozambique,Air,100,80.0,1329,13394.09,290.74
Namibia,Air,20,32.0,245,6897.71,38.44
Nigeria,Air,60,7.4,563,3852.55,75.67
Guyana,Air,100,100.0,41,1182.5,12.62
Nigeria,Air,100,80.0,1091,15045.56,567.93
Rwanda,Air,30,1.9,45,1411.52,1.8
Tanzania,Truck,90,9.3,8,1231.6,1.55
Kenya,Air,100,89.0,1198,13543.63,1021.93
Uganda,Air,180,50.0,19,435.0,7.35
Nigeria,Air,100,89.0,1288,16002.97,290.58
South Africa,Ocean,30,6.86,9147,11314.2,1558.11
Côte dIvoire,Truck,240,2.1,1273,4783.36,7.32
Uganda,Truck,30,4.12,1051,39130.38,67.98
Uganda,Truck,60,7.02,224,1933.3,50.94
Côte dIvoire,Truck,120,20.22,7541,27875.36,378.16
Zambia,Air,60,6.0,3533,20188.13,296.88
Zambia,Truck,120,20.48,22534,30981.39,1165.58
Nigeria,Air Charter,30,26.25,21,7445.8,12.35
Nigeria,Air Charter,30,26.25,59,7445.8,34.52
Mozambique,Truck,60,6.52,884,684.86,78.91
Rwanda,Air,100,80.0,195,4613.67,108.8
Nigeria,Air,60,11.4,7663,33279.39,1495.35
Haiti,Air,240,1.95,1496,14897.04,16.82
Kenya,Truck,25,20.0,6074,1250.0,783.96
Mozambique,Truck,60,7.02,22479,6483.81,423.4
Zambia,Air,240,2.1,1120,8185.2,13.17
Uganda,Truck,30,4.32,5075,23711.16,320.76
Kenya,Truck,100,5.0,751,190.06,1.92
Zambia,Truck,60,2.26,11419,11941.65,335.47
Guyana,Air,100,100.0,272,8128.95,79.07
Tanzania,Air,30,1.56,394,3245.39,11.43
Rwanda,Truck,60,3.6,192,2232.42,8.13
Kenya,Air,100,80.0,1302,12678.52,0.52
Zimbabwe,Air,60,7.71,665,7549.41,93.5
Ethiopia,Air,20,32.5,112,1414.69,13.77
Mozambique,Truck,60,9.62,18031,7433.02,1144.73
Vietnam,Air,336,206.51,55,3785.84,8.01
Uganda,Air,30,3.4,4668,20869.6,259.23
Côte dIvoire,Truck,240,1.43,1385,6437.76,6.11
Nigeria,Air,336,38.36,154,1176.03,4.14
Nigeria,Air Charter,30,4.59,4285,34216.25,204.18
Côte dIvoire,Air,60,11.22,5997,8379.98,1209.52
Senegal,Air,120,18.64,21,632.63,2.19
Nigeria,Air Charter,60,8.11,27094,70210.0,1594.3
Uganda,Truck,60,11.22,4050,15759.47,725.71
Nigeria,Air Charter,30,5.5,188,25231.96,23.13
South Africa,Ocean,240,9.28,3853,4228.61,153.12
Zimbabwe,Truck,60,3.25,1671,5346.74,13.93
Côte dIvoire,Air,30,20.0,430,3587.34,65.79
Côte dIvoire,Air,90,10.07,168,7816.45,38.75
Nigeria,Air,60,6.85,68,1123.14,5.06
"Congo, DRC",Air,300,30.82,113,1421.86,2.29
Ethiopia,Air,1,23.0,2535,23035.69,158.23
Vietnam,Air,336,206.51,51,4042.47,5.34
"Congo, DRC",Air,100,80.0,225,1482.7,81.32
Côte dIvoire,Air,20,29.0,576,7168.62,71.75
Zambia,Truck,30,8.97,819,2882.6,148.23
Tanzania,Air,100,80.0,1394,24596.33,328.18
Malawi,Ocean,30,11.49,6778,15020.21,852.79
Côte dIvoire,Air,30,20.0,140,2782.77,20.56
Uganda,Air,336,38.36,53,708.2,1.24
Zambia,Truck,30,4.52,2507,9553.01,275.5
Namibia,Air,30,4.62,2637,13397.02,110.76
Vietnam,Air,120,82.2,188,1088.79,122.45
Zimbabwe,Truck,60,1.9,1043,8043.57,51.74
Haiti,Air,30,2.24,96,1448.55,5.45
Zimbabwe,Truck,30,12.01,8523,35673.58,94.16
Mozambique,Truck,60,2.42,775,3855.94,10.75
Côte dIvoire,Air,30,1.25,480,5325.3,10.82
Nigeria,Air,60,2.42,9697,18461.22,182.95
Uganda,Air,240,1.95,4274,24213.81,36.44
Nigeria,Air,100,89.0,1303,28734.43,342.39
South Africa,Ocean,30,6.65,10144,8809.08,1192.46
Zambia,Truck,60,2.51,6,3402.23,0.45
Ghana,Air,60,1.99,1976,12580.0,22.55
Nigeria,Air Charter,60,8.0,4809,18461.23,11.75
Nigeria,Air,100,89.0,2022,30257.97,456.27
Rwanda,Air,30,12.42,3195,36417.89,740.39
Vietnam,Air,60,7.5,120,9013.85,4.94
Tanzania,Air,25,20.0,3338,28466.06,320.0
Haiti,Air,30,11.0,9516,101348.75,144.18
Mozambique,Air,60,8.11,4784,19286.53,292.93
Libya,Air,120,30.82,709,761.91,21.6
Uganda,Air,100,80.0,2432,23178.68,493.44
Benin,Air,30,4.22,7682,28541.79,501.54
Côte dIvoire,Truck,60,1.74,157,926.7,2.47
Rwanda,Air,30,10.95,5795,63600.4,1335.13
Uganda,Air,30,13.69,2261,13252.2,136.77
Zimbabwe,Truck,60,2.42,4282,8443.89,252.66
Mozambique,Truck,30,4.04,52,504.5,3.6
Haiti,Air,60,3.75,110,1955.22,9.95
Mozambique,Truck,30,13.52,1102,8406.81,80.9
Vietnam,Air,60,5.74,1936,5314.56,246.52
Nigeria,Ocean,60,11.4,1626,17096.24,297.93
Vietnam,Air,30,4.3,2585,11617.57,292.76
Haiti,Air,100,350.0,144,3128.19,41.16
Zambia,Truck,60,6.52,28276,46157.86,361.94
South Africa,Air,30,4.67,4822,5886.9,573.6
Mozambique,Truck,60,9.81,17605,6323.1,2063.0
Sudan,Air,100,89.0,49,1768.15,15.42
Vietnam,Air,60,11.4,159,2568.6,24.58
Mozambique,Truck,60,8.55,4988,7960.74,357.09
South Africa,Ocean,60,2.49,7670,8256.97,805.27
Nigeria,Air Charter,60,3.6,1636,5852.71,61.04
Uganda,Truck,60,11.22,1055,2961.0,217.71
South Africa,Ocean,30,4.51,9375,9951.38,820.73
Côte dIvoire,Air,20,29.0,622,7727.12,87.62
Côte dIvoire,Truck,60,5.09,2014,7726.12,0.72
Côte dIvoire,Air,100,70.0,453,8603.58,274.4
Rwanda,Air,30,14.65,1297,23760.45,16.02
Mozambique,Air,60,1.52,5092,8118.64,0.29
Mozambique,Air,100,77.7,28,1001.47,7.82
Haiti,Air,30,18.0,1023,6433.8,148.03
Tanzania,Air,30,12.96,3637,22904.02,490.53
Uganda,Air,60,91.5,7,360.0,12.43
Nigeria,Air,30,26.25,1741,10665.71,840.0
"Congo, DRC",Air,120,29.68,895,6061.4,24.97
South Africa,Ocean,60,2.87,9282,15222.94,710.32
Zimbabwe,Truck,60,2.26,394,8600.0,11.56
South Africa,Air,30,7.82,4141,5404.34,1075.41
Uganda,Air,120,36.16,47,1238.94,12.47
Mozambique,Air,270,103.52,238,2556.61,78.74
Uganda,Air,60,7.4,199,1476.8,31.97
Vietnam,Air,60,2.35,726,7388.14,12.16
Dominican Republic,Air,30,3.33,7791,90360.12,16.77
Zimbabwe,Air,60,5.85,31,3833.17,3.76
Kenya,Air,1,30.0,18580,241407.27,742.2
Zambia,Truck,60,13.15,737,4496.13,137.39
Uganda,Air,240,1.92,46,740.34,0.39
South Africa,Air,30,4.67,3669,4263.07,393.17
Nigeria,Air,60,2.49,2,714.34,0.22
Vietnam,Air,240,1.85,437,1222.31,1.06
Tanzania,Air,100,80.0,1016,19026.72,263.8
Tanzania,Truck,60,2.26,10109,7134.39,87.07
